vehicle_weight_category,fuel_category,fuel_subcategory,lcod_case,fuel_pathway,fuel_scenario,fuel_pathway_2,fuel_scenario_2,energy_source,grid_scenario,metric_type,metric,units,dollar_year,value,notes_display,reference,reference_url,notes_display_2,reference_2,reference_url_2,pathway,vehicle_class,greet_class,greet_pathway,simulation_year,greet_notes,notes,greet_pathway_2,greet_notes_2,notes_2
Light Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, Future Low RE Penetration Grid Mix, Future Charging",,,,,Future Low RE,Emissions,SOX Emissions WTW,g/mmBtu,,31.49151158,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Compact,Car,"PEV Charging Electricity, Future Low Renewable Energy Penetration",2050.0,GREET: [Electric],Electricity generation mixes provided by NREL: Future Low Renewable Energy Penetration,,,
Light Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, Future National Grid Mix",,,,,Future National,Emissions,SOX Emissions WTW,g/mmBtu,,23.89872081,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,Lowest Price,Compact,Car,"PEV Charging Electricity, Future National grid mix",2050.0,GREET: [Electric],Electricity generation mixes provided by NREL: Future National grid mix,,,
Light Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, Future National Grid Mix, Future Charging",,,,,Future National,Emissions,SOX Emissions WTW,g/mmBtu,,23.89872081,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,Lowest Price,Compact,Car,"PEV Charging Electricity, Future National grid mix",2050.0,GREET: [Electric],Electricity generation mixes provided by NREL: Future National grid mix,,,
Light Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, IN Grid Mix",,,,,Current IN,Emissions,SOX Emissions WTW,g/mmBtu,,173.505207,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Compact,Car,"PEV Charging Electricity, Current Indiana grid mix",2022.0,GREET: [Electric],Electricity generation mixes provided by NREL: Current Indiana grid mix,,,
Light Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, IN Grid Mix, Future Charging",,,,,Current IN,Emissions,SOX Emissions WTW,g/mmBtu,,173.505207,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Compact,Car,"PEV Charging Electricity, Current Indiana grid mix",2022.0,GREET: [Electric],Electricity generation mixes provided by NREL: Current Indiana grid mix,,,
Light Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, National Grid Mix",,,,,Default,Emissions,SOX Emissions WTW,g/mmBtu,,77.26629214,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,Baseline (current fuel cost),Compact,Car,"PEV Charging Electricity, Current National grid mix",2022.0,GREET: [Electric],Electricity generation mixes provided by NREL: Current National grid mix,,,
Light Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, National Grid Mix, Future Charging",,,,,Default,Emissions,SOX Emissions WTW,g/mmBtu,,77.26629214,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Compact,Car,"PEV Charging Electricity, Current National grid mix",2022.0,GREET: [Electric],Electricity generation mixes provided by NREL: Current National grid mix,,,
Light Duty,Gasoline,Conventional E10 Gasoline,,Conventional E0 Gasoline Blendstock,,Cellulosic Biochemical Ethanol from Corn Stover,,,Default,Emissions,SOX Emissions WTW,g/mmBtu,,18.529545195650787,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,"ANL, GREET (Wang et al. 2021)",https://greet.anl.gov/publication-greet-2021-summary,,Compact,Car,Conventional E0 Gasoline Blendstock,2022.0,GREET: Gasoline [Petroleum],Gasolien blendstock ,Cellulosic Biochemical Ethanol from Corn Stover,GREET: Corn Stover Ethanol: Fermentation [EtOH],Corn stover fermentation ethanol production
Light Duty,Gasoline,Conventional E10 Gasoline,,Conventional E0 Gasoline Blendstock,,Cellulosic Thermochemical Ethanol from Forest Residue,,,Default,Emissions,SOX Emissions WTW,g/mmBtu,,11.099001718844447,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,Dunn et al. 2013 and 2018,"https://publications.anl.gov/anlpubs/2014/07/78878.pdf
https://pubs.acs.org/doi/full/10.1021/acssuschemeng.7b02871",,Compact,Car,Conventional E0 Gasoline Blendstock,2022.0,GREET: Gasoline [Petroleum],Gasolien blendstock ,Cellulosic Thermochemical Ethanol from Forest Residue,GREET: Forest Residue Ethanol: Gasification [EtOH],Forest residue gasification for ethanol production
Light Duty,Gasoline,Conventional E10 Gasoline,,Conventional E0 Gasoline Blendstock,,Starch Ethanol,,,Default,Emissions,SOX Emissions WTW,g/mmBtu,,7.3488645895315114,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,Lee et al. 2021,https://doi.org/10.1002/bbb.2225,Baseline (current fuel cost),Compact,Car,Conventional E0 Gasoline Blendstock,2022.0,GREET: Gasoline [Petroleum],Gasolien blendstock ,Corn grain-derived ethanol,GREET: Dry Milling Corn Ethanol w/ Corn Oil Extraction [EtOH],Corn grain-derived ethanol
Light Duty,Gasoline,Conventional E10 Gasoline 2050,,Conventional E0 Gasoline Blendstock 2050,,Starch Ethanol 2050,,,High RE,Emissions,SOX Emissions WTW,g/mmBtu,,6.393315352890989,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,Lee et al. 2021,https://doi.org/10.1002/bbb.2225,,Compact,Car,Conventional E0 Gasoline Blendstock,2050.0,GREET: Gasoline [Petroleum],Gasolien blendstock ,Corn grain-derived ethanol,GREET: Dry Milling Corn Ethanol w/ Corn Oil Extraction [EtOH],Corn grain-derived ethanol
Light Duty,Gasoline,Conventional E10 Gasoline 2050 High Price,,Conventional E0 Gasoline Blendstock 2050,,Starch Ethanol 2050,,,High RE,Emissions,SOX Emissions WTW,g/mmBtu,,6.393315352890989,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,Lee et al. 2021,https://doi.org/10.1002/bbb.2225,,Compact,Car,Conventional E0 Gasoline Blendstock,2050.0,GREET: Gasoline [Petroleum],Gasolien blendstock ,Corn grain-derived ethanol,GREET: Dry Milling Corn Ethanol w/ Corn Oil Extraction [EtOH],Corn grain-derived ethanol
Light Duty,Gasoline,Conventional E10 Gasoline 2050 Low Price,,Conventional E0 Gasoline Blendstock 2050,,Starch Ethanol 2050,,,High RE,Emissions,SOX Emissions WTW,g/mmBtu,,6.393315352890989,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,Lee et al. 2021,https://doi.org/10.1002/bbb.2225,,Compact,Car,Conventional E0 Gasoline Blendstock,2050.0,GREET: Gasoline [Petroleum],Gasolien blendstock ,Corn grain-derived ethanol,GREET: Dry Milling Corn Ethanol w/ Corn Oil Extraction [EtOH],Corn grain-derived ethanol
Light Duty,Gasoline,Conventional E15 Gasoline,,Conventional E0 Gasoline Blendstock,,Cellulosic Biochemical Ethanol from Corn Stover,,,Default,Emissions,SOX Emissions WTW,g/mmBtu,,24.92460914392104,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,"ANL, GREET (Wang et al. 2021)",https://greet.anl.gov/publication-greet-2021-summary,,Compact,Car,Conventional E0 Gasoline Blendstock,2022.0,GREET: Gasoline [Petroleum],Gasolien blendstock ,Cellulosic Biochemical Ethanol from Corn Stover,GREET: Corn Stover Ethanol: Fermentation [EtOH],Corn stover fermentation ethanol production
Light Duty,Gasoline,Conventional E15 Gasoline,,Conventional E0 Gasoline Blendstock,,Cellulosic Thermochemical Ethanol from Forest Residue,,,Default,Emissions,SOX Emissions WTW,g/mmBtu,,13.58182655709363,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,Dunn et al. 2013 and 2018,"https://publications.anl.gov/anlpubs/2014/07/78878.pdf
https://pubs.acs.org/doi/full/10.1021/acssuschemeng.7b02871",,Compact,Car,Conventional E0 Gasoline Blendstock,2022.0,GREET: Gasoline [Petroleum],Gasolien blendstock ,Cellulosic Thermochemical Ethanol from Forest Residue,GREET: Forest Residue Ethanol: Gasification [EtOH],Forest residue gasification for ethanol production
Light Duty,Gasoline,Conventional E15 Gasoline,,Conventional E0 Gasoline Blendstock,,Starch Ethanol,,,Default,Emissions,SOX Emissions WTW,g/mmBtu,,7.85721297245336,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,Lee et al. 2021,https://doi.org/10.1002/bbb.2225,,Compact,Car,Conventional E0 Gasoline Blendstock,2022.0,GREET: Gasoline [Petroleum],Gasolien blendstock ,Corn grain-derived ethanol,GREET: Dry Milling Corn Ethanol w/ Corn Oil Extraction [EtOH],Corn grain-derived ethanol
Light Duty,Gasoline,Reformulated E10 Gasoline,,Reformulated E0 Gasoline Blendstock,,Cellulosic Biochemical Ethanol from Corn Stover,,,Default,Emissions,SOX Emissions WTW,g/mmBtu,,18.529545195650787,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,"ANL, GREET (Wang et al. 2021)",https://greet.anl.gov/publication-greet-2021-summary,,Compact,Car,Conventional E0 Gasoline Blendstock,2022.0,GREET: Gasoline [Petroleum],Gasolien blendstock ,Cellulosic Biochemical Ethanol from Corn Stover,GREET: Corn Stover Ethanol: Fermentation [EtOH],Corn stover fermentation ethanol production
Light Duty,Gasoline,Reformulated E10 Gasoline,,Reformulated E0 Gasoline Blendstock,,Cellulosic Thermochemical Ethanol from Forest Residue,,,Default,Emissions,SOX Emissions WTW,g/mmBtu,,11.099001718844447,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,Dunn et al. 2013 and 2018,"https://publications.anl.gov/anlpubs/2014/07/78878.pdf
https://pubs.acs.org/doi/full/10.1021/acssuschemeng.7b02871",,Compact,Car,Conventional E0 Gasoline Blendstock,2022.0,GREET: Gasoline [Petroleum],Gasolien blendstock ,Cellulosic Thermochemical Ethanol from Forest Residue,GREET: Forest Residue Ethanol: Gasification [EtOH],Forest residue gasification for ethanol production
Light Duty,Gasoline,Reformulated E10 Gasoline,,Reformulated E0 Gasoline Blendstock,,Starch Ethanol,,,Default,Emissions,SOX Emissions WTW,g/mmBtu,,7.3488645895315114,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,Lee et al. 2021,https://doi.org/10.1002/bbb.2225,,Compact,Car,Conventional E0 Gasoline Blendstock,2022.0,GREET: Gasoline [Petroleum],Gasolien blendstock ,Corn grain-derived ethanol,GREET: Dry Milling Corn Ethanol w/ Corn Oil Extraction [EtOH],Corn grain-derived ethanol
Light Duty,Gasoline,Reformulated E15 Gasoline,,Reformulated E0 Gasoline Blendstock,,Cellulosic Biochemical Ethanol from Corn Stover,,,Default,Emissions,SOX Emissions WTW,g/mmBtu,,24.92460914392104,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,"ANL, GREET (Wang et al. 2021)",https://greet.anl.gov/publication-greet-2021-summary,,Compact,Car,Conventional E0 Gasoline Blendstock,2022.0,GREET: Gasoline [Petroleum],Gasolien blendstock ,Cellulosic Biochemical Ethanol from Corn Stover,GREET: Corn Stover Ethanol: Fermentation [EtOH],Corn stover fermentation ethanol production
Light Duty,Gasoline,Reformulated E15 Gasoline,,Reformulated E0 Gasoline Blendstock,,Cellulosic Thermochemical Ethanol from Forest Residue,,,Default,Emissions,SOX Emissions WTW,g/mmBtu,,13.58182655709363,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,Dunn et al. 2013 and 2018,"https://publications.anl.gov/anlpubs/2014/07/78878.pdf
https://pubs.acs.org/doi/full/10.1021/acssuschemeng.7b02871",,Compact,Car,Conventional E0 Gasoline Blendstock,2022.0,GREET: Gasoline [Petroleum],Gasolien blendstock ,Cellulosic Thermochemical Ethanol from Forest Residue,GREET: Forest Residue Ethanol: Gasification [EtOH],Forest residue gasification for ethanol production
Light Duty,Gasoline,Reformulated E15 Gasoline,,Reformulated E0 Gasoline Blendstock,,Starch Ethanol,,,Default,Emissions,SOX Emissions WTW,g/mmBtu,,7.85721297245336,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,Lee et al. 2021,https://doi.org/10.1002/bbb.2225,,Compact,Car,Conventional E0 Gasoline Blendstock,2022.0,GREET: Gasoline [Petroleum],Gasolien blendstock ,Corn grain-derived ethanol,GREET: Dry Milling Corn Ethanol w/ Corn Oil Extraction [EtOH],Corn grain-derived ethanol
Light Duty,Gasoline,Renewable Gasoline,,Biofuel Blendstock FP from Forest Residue,,,,,Default,Emissions,SOX Emissions WTW,g/mmBtu,,10.77791367,,Dutta et al. 2023,https://doi.org/10.1016/j.cej.2022.138485,,,,Lowest CO2e Emissions,Compact,Car,Biofuel Blendstock Ex situ Fast Pyrolysis (Gasoline) from Forest Residue and Clean Pine with Chemical Coproducts and Refinery Co-hydroprocessing ,2022.0,GREET: Ex Situ Catalytic Fast Pyrolysis [Pyrolysis_IDL],,,,
Light Duty,Natural Gas,Natural Gas,,Natural Gas,,,,,Default,Emissions,SOX Emissions WTW,g/mmBtu,,13.22130017,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,"Baseline (current fuel cost), Lowest CO2e Emissions, Lowest Price",Compact,Car,Natural Gas,2022.0,GREET: Natural Gas as Stationary Fuels [NG],,,,
Light Duty,Blendstock,Biodiesel Blendstock,,Biodiesel Blendstock (BD100) from Soybean,,,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,-47271.41857,,Xu et al. 2022,https://pubs.acs.org/doi/10.1021/acs.est.2c00289,,,,,Midsize,Car,Biodiesel Blendstock (BD100) from soybean,2022.0,GREET: Soy Oil-based Biodiesel [BioOil],,,,
Light Duty,Blendstock,Biodiesel Blendstock,,Biofuel Blendstock FT (FTD100) from Forest Residue,,,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,-71689.45189,,Xie et al. 2011,https://pubs.acs.org/doi/full/10.1021/es1017703,,,,,Midsize,Car,Biofuel Blendstock FT (FTD100) from Forest Residue,2022.0,GREET: Biomass to Fischer-Tropsch Diesel [MeOH_FTD],,,,
Light Duty,Blendstock,Ethanol,,Cellulosic Biochemical Ethanol from Corn Stover,,,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,-62664.42723,,"ANL, GREET (Wang et al. 2021)",https://greet.anl.gov/publication-greet-2021-summary,,,,,Midsize,Car,Cellulosic Biochemical Ethanol from Corn Stover,2022.0,GREET: Corn Stover Ethanol: Fermentation [EtOH],Corn stover fermentation ethanol production,,,
Light Duty,Blendstock,Ethanol,,Cellulosic Thermochemical Ethanol from Forest Residue,,,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,-61171.64695,,Dunn et al. 2013 and 2018,"https://publications.anl.gov/anlpubs/2014/07/78878.pdf
https://pubs.acs.org/doi/full/10.1021/acssuschemeng.7b02871",,,,,Midsize,Car,Cellulosic Thermochemical Ethanol from Forest Residue,2022.0,GREET: Forest Residue Ethanol: Gasification [EtOH],Forest residue gasification for ethanol production,,,
Light Duty,Blendstock,Ethanol,,Starch Ethanol,,,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,-16335.65518,,Lee et al. 2021,https://doi.org/10.1002/bbb.2225,,,,,Midsize,Car,Corn grain-derived ethanol,2022.0,GREET: Dry Milling Corn Ethanol w/ Corn Oil Extraction [EtOH],Corn grain-derived ethanol,,,
Light Duty,Blendstock,Ethanol 2050,,Starch Ethanol 2050,,,,,High RE,Emissions,CO2e Emissions WTT,g/mmBtu,,-22095.88239,,Lee et al. 2021,https://doi.org/10.1002/bbb.2225,,,,,Midsize,Car,Corn grain-derived ethanol,2050.0,GREET: Dry Milling Corn Ethanol w/ Corn Oil Extraction [EtOH],Corn grain-derived ethanol,,,
Light Duty,Blendstock,Gasoline Blendstock,,Conventional E0 Gasoline Blendstock,,,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,20423.97043,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Midsize,Car,Conventional E0 Gasoline Blendstock,2022.0,GREET: Gasoline [Petroleum],Gasolien blendstock ,,,
Light Duty,Blendstock,Gasoline Blendstock,,Reformulated E0 Gasoline Blendstock,,,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,20423.97043,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Midsize,Car,Conventional E0 Gasoline Blendstock,2022.0,GREET: Gasoline [Petroleum],Gasolien blendstock ,,,
Light Duty,Blendstock,Gasoline Blendstock 2050,,Conventional E0 Gasoline Blendstock 2050,,,,,High RE,Emissions,CO2e Emissions WTT,g/mmBtu,,19179.55146,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Midsize,Car,Conventional E0 Gasoline Blendstock,2050.0,GREET: Gasoline [Petroleum],Gasolien blendstock ,,,
Light Duty,Blendstock,Renewable Diesel Blendstock,,Biofuel Blendstock FP from Forest Residue,,,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,-41051.05648,,Dutta et al. 2023,https://doi.org/10.1016/j.cej.2022.138485,,,,,Midsize,Car,Biofuel Blendstock Ex situ Fast Pyrolysis (Diesel) from Forest Residue and Clean Pine with Chemical Coproducts and Refinery Co-hydroprocessing ,2022.0,GREET: Ex Situ Catalytic Fast Pyrolysis [Pyrolysis_IDL],,,,
Light Duty,Blendstock,Renewable Diesel Blendstock,,Biofuel Blendstock HEFA (RD100) from Used Cooking Oil,,,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,-58754.35042,,Xu et al. 2022,https://pubs.acs.org/doi/10.1021/acs.est.2c00289,,,,,Midsize,Car,Biofuel Blendstock HEFA (RD100) from used cooking oil,2022.0,GREET: UCO-based Renewable Diesel II [BioOil],,,,
Light Duty,Blendstock,Renewable Diesel Blendstock,,Biofuel Blendstock HTL from Algae,,,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,-33143.80086,,"ANL, GREET (Wang et al. 2019)",https://greet.anl.gov/files/renewable_hc_2019,,,,,Midsize,Car,Biofuel Blendstock HTL (Diesel) from Algae,2022.0,GREET: Renewable Diesel III by HTL with System-Level Description [Algae],2019 SOT case,,,
Light Duty,Blendstock,Renewable Diesel Blendstock,,Biofuel Blendstock biochemical conversion via BDO from Corn Stover,,,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,58368.29011,,"ANL, GREET (Wang et al. 2021)",https://greet.anl.gov/files/scsa_sots_2021,,,,,Midsize,Car,Biofuel Blendstock biochemical conversion (Diesel) via BDO from Corn Stover,2022.0,GREET: SCSA [IBR],2021 SOT case,,,
Light Duty,Blendstock,Renewable Diesel Blendstock,,Biofuel Blendstock biochemical conversion via Butyric Acids from Corn Stover,,,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,34779.24529,,"ANL, GREET (Wang et al. 2021)",https://greet.anl.gov/files/scsa_sots_2021,,,,,Midsize,Car,Biofuel Blendstock biochemical conversion (Diesel) via Butyric Acids from Corn Stover,2022.0,GREET: SCSA [IBR],2021 SOT case,,,
Light Duty,Blendstock,Renewable Gasoline Blendstock,,Biofuel Blendstock FP from Forest Residue,,,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,-39331.03702,,Dutta et al. 2023,https://doi.org/10.1016/j.cej.2022.138485,,,,,Midsize,Car,Biofuel Blendstock Ex situ Fast Pyrolysis (Gasoline) from Forest Residue and Clean Pine with Chemical Coproducts and Refinery Co-hydroprocessing ,2022.0,GREET: Ex Situ Catalytic Fast Pyrolysis [Pyrolysis_IDL],,,,
Light Duty,Diesel,Biodiesel Blend,,Biodiesel Blendstock (BD20) from soybean,,,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,4211.748112,,Xu et al. 2022,https://pubs.acs.org/doi/10.1021/acs.est.2c00289,,,,,Midsize,Car,Biodiesel Blendstock (BD20) from soybean,2022.0,GREET: Soy Oil-based Biodiesel [BioOil],,,,
Light Duty,Diesel,Renewable Diesel,,Biofuel Blendstock FP from Forest Residue,,,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,-41051.05648,,Dutta et al. 2023,https://doi.org/10.1016/j.cej.2022.138485,,,,,Midsize,Car,Biofuel Blendstock Ex situ Fast Pyrolysis (Diesel) from Forest Residue and Clean Pine with Chemical Coproducts and Refinery Co-hydroprocessing ,2022.0,GREET: Ex Situ Catalytic Fast Pyrolysis [Pyrolysis_IDL],,,,
Light Duty,Diesel,Renewable Diesel,,Biofuel Blendstock HEFA (RD100) from Soybean,,,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,-42157.12182,,Xu et al. 2022,https://pubs.acs.org/doi/10.1021/acs.est.2c00289,,,,,Midsize,Car,Biofuel Blendstock HEFA (RD100) from soybean,2022.0,GREET: Soy Oil-based Renewable Diesel II [BioOil],,,,
Light Duty,Diesel,Renewable Diesel,,Biofuel Blendstock HEFA (RD100) from Used Cooking Oil,,,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,-58754.35042,,Xu et al. 2022,https://pubs.acs.org/doi/10.1021/acs.est.2c00289,,,,Lowest CO2e Emissions,Midsize,Car,Biofuel Blendstock HEFA (RD100) from used cooking oil,2022.0,GREET: UCO-based Renewable Diesel II [BioOil],,,,
Light Duty,Diesel,Renewable Diesel,,Biofuel Blendstock HTL from Algae,,,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,-33143.80086,,"ANL, GREET (Wang et al. 2019)",https://greet.anl.gov/files/renewable_hc_2019,,,,,Midsize,Car,Biofuel Blendstock HTL (Diesel) from Algae,2022.0,GREET: Renewable Diesel III by HTL with System-Level Description [Algae],2019 SOT case,,,
Light Duty,Diesel,Renewable Diesel,,Biofuel Blendstock biochemical conversion via BDO from Corn Stover,,,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,58368.29011,,"ANL, GREET (Wang et al. 2021)",https://greet.anl.gov/files/scsa_sots_2021,,,,,Midsize,Car,Biofuel Blendstock biochemical conversion (Diesel) via BDO from Corn Stover,2022.0,GREET: SCSA [IBR],2021 SOT case,,,
Light Duty,Diesel,Renewable Diesel,,Biofuel Blendstock biochemical conversion via Butyric Acids from Corn Stover,,,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,34779.24529,,"ANL, GREET (Wang et al. 2021)",https://greet.anl.gov/files/scsa_sots_2021,,,,,Midsize,Car,Biofuel Blendstock biochemical conversion (Diesel) via Butyric Acids from Corn Stover,2022.0,GREET: SCSA [IBR],2021 SOT case,,,
Light Duty,Diesel,Ultra-Low Sulfur Diesel,,Ultra-Low Sulfur Diesel,,,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,16102.09621,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,Baseline (current fuel cost),Midsize,Car,Conventional Low Sulfur Diesel,2022.0,GREET: LS Diesel [Petroleum],,,,
Light Duty,Diesel,Ultra-Low Sulfur Diesel 2050,,Ultra-Low Sulfur Diesel 2050,,,,,High RE,Emissions,CO2e Emissions WTT,g/mmBtu,,15010.72729,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Midsize,Car,Conventional Low Sulfur Diesel,2050.0,GREET: LS Diesel [Petroleum],,,,
Light Duty,Diesel,Ultra-Low Sulfur Diesel 2050,,Ultra-Low Sulfur Diesel 2050 High Price,,,,,High RE,Emissions,CO2e Emissions WTT,g/mmBtu,,15010.72729,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Midsize,Car,Conventional Low Sulfur Diesel,2050.0,GREET: LS Diesel [Petroleum],,,,
Light Duty,Diesel,Ultra-Low Sulfur Diesel 2050,,Ultra-Low Sulfur Diesel 2050 Low Price,,,,,High RE,Emissions,CO2e Emissions WTT,g/mmBtu,,15010.72729,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Midsize,Car,Conventional Low Sulfur Diesel,2050.0,GREET: LS Diesel [Petroleum],,,,
Light Duty,E85,Conventional E85 High-Blend Ethanol Fuel,,Conventional E0 Gasoline Blendstock,,Cellulosic Biochemical Ethanol from Corn Stover,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,-41172.95909566429,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,"ANL, GREET (Wang et al. 2021)",https://greet.anl.gov/publication-greet-2021-summary,,Midsize,Car,Conventional E0 Gasoline Blendstock,2022.0,GREET: Gasoline [Petroleum],Gasolien blendstock ,Cellulosic Biochemical Ethanol from Corn Stover,GREET: Corn Stover Ethanol: Fermentation [EtOH],Corn stover fermentation ethanol production
Light Duty,E85,Conventional E85 High-Blend Ethanol Fuel,,Conventional E0 Gasoline Blendstock,,Cellulosic Thermochemical Ethanol from Forest Residue,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,-40066.29818639119,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,Dunn et al. 2013 and 2018,"https://publications.anl.gov/anlpubs/2014/07/78878.pdf
https://pubs.acs.org/doi/full/10.1021/acssuschemeng.7b02871",,Midsize,Car,Conventional E0 Gasoline Blendstock,2022.0,GREET: Gasoline [Petroleum],Gasolien blendstock ,Cellulosic Thermochemical Ethanol from Forest Residue,GREET: Forest Residue Ethanol: Gasification [EtOH],Forest residue gasification for ethanol production
Light Duty,E85,Conventional E85 High-Blend Ethanol Fuel,,Conventional E0 Gasoline Blendstock,,Starch Ethanol,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,-6827.4886407895265,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,Lee et al. 2021,https://doi.org/10.1002/bbb.2225,,Midsize,Car,Conventional E0 Gasoline Blendstock,2022.0,GREET: Gasoline [Petroleum],Gasolien blendstock ,Corn grain-derived ethanol,GREET: Dry Milling Corn Ethanol w/ Corn Oil Extraction [EtOH],Corn grain-derived ethanol
Light Duty,E85,Reformulated E85 High-Blend Ethanol Fuel,,Reformulated E0 Gasoline Blendstock,,Cellulosic Biochemical Ethanol from Corn Stover,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,-41172.95909566429,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,"ANL, GREET (Wang et al. 2021)",https://greet.anl.gov/publication-greet-2021-summary,,Midsize,Car,Conventional E0 Gasoline Blendstock,2022.0,GREET: Gasoline [Petroleum],Gasolien blendstock ,Cellulosic Biochemical Ethanol from Corn Stover,GREET: Corn Stover Ethanol: Fermentation [EtOH],Corn stover fermentation ethanol production
Light Duty,E85,Reformulated E85 High-Blend Ethanol Fuel,,Reformulated E0 Gasoline Blendstock,,Cellulosic Thermochemical Ethanol from Forest Residue,,,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,-40066.29818639119,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,Dunn et al. 2013 and 2018,"https://publications.anl.gov/anlpubs/2014/07/78878.pdf
https://pubs.acs.org/doi/full/10.1021/acssuschemeng.7b02871",,Midsize,Car,Conventional E0 Gasoline Blendstock,2022.0,GREET: Gasoline [Petroleum],Gasolien blendstock ,Cellulosic Thermochemical Ethanol from Forest Residue,GREET: Forest Residue Ethanol: Gasification [EtOH],Forest residue gasification for ethanol production
